question_id,question_subcategory,question_keyword,question_description,question_type,train_phase
benefit_search-pharmacy-1,pharmacy,ROSUVASTATIN 20 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOSUVASTATIN 20 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROSUVASTATIN 40 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOSUVASTATIN 40 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROSUVASTATIN 5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOSUVASTATIN 5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROSUVASTATIN CALCIUM 10 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOSUVASTATIN CALCIUM 10 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROSUVASTATIN CALCIUM 20 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOSUVASTATIN CALCIUM 20 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROSUVASTATIN CALCIUM 40 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOSUVASTATIN CALCIUM 40 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROSUVASTATIN CALCIUM 5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOSUVASTATIN CALCIUM 5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,"ROTAVIRUS VACCINE, LIVE ATTENUATED, G1P[8] HUMAN 89-12 STRAIN 1000000 UNT/ML",Which plan(s) cover [my drug(s)] and what's the cost?,0,"Which plan(s) cover rOTAVIRUS VACCINE, LIVE ATTENUATED, G1P[8] HUMAN 89-12 STRAIN 1000000 UNT/ML and what's the cost?"
benefit_search-pharmacy-1,pharmacy,ROTIGOTINE 0.0417 MG/HR,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOTIGOTINE 0.0417 MG/HR and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROTIGOTINE 0.0833 MG/HR,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOTIGOTINE 0.0833 MG/HR and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROTIGOTINE 0.125 MG/HR,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOTIGOTINE 0.125 MG/HR and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROTIGOTINE 0.167 MG/HR,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOTIGOTINE 0.167 MG/HR and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROTIGOTINE 0.25 MG/HR,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOTIGOTINE 0.25 MG/HR and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROTIGOTINE 0.333 MG/HR,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOTIGOTINE 0.333 MG/HR and what's the cost?
benefit_search-pharmacy-1,pharmacy,RUCAPARIB 200 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rUCAPARIB 200 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RUCAPARIB 250 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rUCAPARIB 250 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RUCAPARIB 300 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rUCAPARIB 300 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RUFINAMIDE 200 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rUFINAMIDE 200 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RUFINAMIDE 40 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rUFINAMIDE 40 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,RUFINAMIDE 400 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rUFINAMIDE 400 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RUXOLITINIB 10 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rUXOLITINIB 10 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RUXOLITINIB 15 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rUXOLITINIB 15 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RUXOLITINIB 20 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rUXOLITINIB 20 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RUXOLITINIB 25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rUXOLITINIB 25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RUXOLITINIB 5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rUXOLITINIB 5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SACROSIDASE 8500 UNT/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sACROSIDASE 8500 UNT/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SACUBITRIL 24 MG / VALSARTAN 26 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sACUBITRIL 24 MG / VALSARTAN 26 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SACUBITRIL 49 MG / VALSARTAN 51 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sACUBITRIL 49 MG / VALSARTAN 51 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SACUBITRIL 97 MG / VALSARTAN 103 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sACUBITRIL 97 MG / VALSARTAN 103 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SALMETEROL 0.05 MG/ACTUAT,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sALMETEROL 0.05 MG/ACTUAT and what's the cost?
benefit_search-pharmacy-1,pharmacy,SALMON CALCITONIN 200 UNT/ACTUAT,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sALMON CALCITONIN 200 UNT/ACTUAT and what's the cost?
benefit_search-pharmacy-1,pharmacy,SAPROPTERIN DIHYDROCHLORIDE 100 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sAPROPTERIN DIHYDROCHLORIDE 100 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SAPROPTERIN DIHYDROCHLORIDE 500 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sAPROPTERIN DIHYDROCHLORIDE 500 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SAQUINAVIR MESYLATE 500 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sAQUINAVIR MESYLATE 500 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SARECYCLINE 100 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sARECYCLINE 100 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SARECYCLINE 150 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sARECYCLINE 150 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SARECYCLINE 60 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sARECYCLINE 60 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SARGRAMOSTIM 0.25 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sARGRAMOSTIM 0.25 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SARILUMAB 132 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sARILUMAB 132 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SARILUMAB 175 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sARILUMAB 175 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SATRALIZUMAB-MWGE 120 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sATRALIZUMAB-MWGE 120 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SAXAGLIPTIN 2.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sAXAGLIPTIN 2.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SAXAGLIPTIN 5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sAXAGLIPTIN 5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SCOPOLAMINE 0.0139 MG/HR,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sCOPOLAMINE 0.0139 MG/HR and what's the cost?
benefit_search-pharmacy-1,pharmacy,SECNIDAZOLE 2000 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sECNIDAZOLE 2000 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SECUKINUMAB 150 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sECUKINUMAB 150 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEGILINE 0.25 MG/HR,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEGILINE 0.25 MG/HR and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEGILINE 0.375 MG/HR,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEGILINE 0.375 MG/HR and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEGILINE 0.5 MG/HR,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEGILINE 0.5 MG/HR and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEGILINE HYDROCHLORIDE 1.25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEGILINE HYDROCHLORIDE 1.25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEGILINE HYDROCHLORIDE 5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEGILINE HYDROCHLORIDE 5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELENIUM SULFIDE 25 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELENIUM SULFIDE 25 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEXIPAG 0.2 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEXIPAG 0.2 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEXIPAG 0.2 MG / SELEXIPAG 0.8 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEXIPAG 0.2 MG / SELEXIPAG 0.8 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEXIPAG 0.4 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEXIPAG 0.4 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEXIPAG 0.6 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEXIPAG 0.6 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEXIPAG 0.8 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEXIPAG 0.8 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEXIPAG 1 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEXIPAG 1 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEXIPAG 1.2 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEXIPAG 1.2 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEXIPAG 1.4 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEXIPAG 1.4 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELEXIPAG 1.6 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELEXIPAG 1.6 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELINEXOR 20 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELINEXOR 20 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELPERCATINIB 40 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELPERCATINIB 40 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELPERCATINIB 80 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELPERCATINIB 80 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELUMETINIB 10 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELUMETINIB 10 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SELUMETINIB 25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sELUMETINIB 25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SEMAGLUTIDE 1.34 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sEMAGLUTIDE 1.34 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SEMAGLUTIDE 14 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sEMAGLUTIDE 14 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SEMAGLUTIDE 3 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sEMAGLUTIDE 3 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SEMAGLUTIDE 7 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sEMAGLUTIDE 7 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SERTACONAZOLE 20 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sERTACONAZOLE 20 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SERTRALINE 100 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sERTRALINE 100 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SERTRALINE 20 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sERTRALINE 20 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SERTRALINE 25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sERTRALINE 25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SERTRALINE 50 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sERTRALINE 50 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SEVELAMER CARBONATE 2400 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sEVELAMER CARBONATE 2400 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SEVELAMER CARBONATE 800 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sEVELAMER CARBONATE 800 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SEVELAMER HYDROCHLORIDE 400 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sEVELAMER HYDROCHLORIDE 400 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SEVELAMER HYDROCHLORIDE 800 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sEVELAMER HYDROCHLORIDE 800 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SILDENAFIL 10 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sILDENAFIL 10 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SILDENAFIL 20 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sILDENAFIL 20 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SILODOSIN 4 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sILODOSIN 4 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SILODOSIN 8 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sILODOSIN 8 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SILVER SULFADIAZINE 10 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sILVER SULFADIAZINE 10 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SIMVASTATIN 10 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sIMVASTATIN 10 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SIMVASTATIN 20 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sIMVASTATIN 20 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SIMVASTATIN 4 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sIMVASTATIN 4 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SIMVASTATIN 40 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sIMVASTATIN 40 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SIMVASTATIN 5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sIMVASTATIN 5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SIMVASTATIN 8 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sIMVASTATIN 8 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SIMVASTATIN 80 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sIMVASTATIN 80 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SIPONIMOD 0.25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sIPONIMOD 0.25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SIPONIMOD 2 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sIPONIMOD 2 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SIROLIMUS 0.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sIROLIMUS 0.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SIROLIMUS 1 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sIROLIMUS 1 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SIROLIMUS 1 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sIROLIMUS 1 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SIROLIMUS 2 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sIROLIMUS 2 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SITAGLIPTIN 100 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sITAGLIPTIN 100 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SITAGLIPTIN 25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sITAGLIPTIN 25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SITAGLIPTIN 50 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sITAGLIPTIN 50 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM CHLORIDE 0.154 MEQ/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM CHLORIDE 0.154 MEQ/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM CHLORIDE 30 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM CHLORIDE 30 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM CHLORIDE 4.5 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM CHLORIDE 4.5 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM CHLORIDE 50 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM CHLORIDE 50 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM CHLORIDE 9 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM CHLORIDE 9 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM FLUORIDE 2.2 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM FLUORIDE 2.2 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM OXYBATE 500 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM OXYBATE 500 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM PHENYLBUTYRATE 0.94 MG/MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM PHENYLBUTYRATE 0.94 MG/MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM PHENYLBUTYRATE 500 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM PHENYLBUTYRATE 500 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM PHOSPHATE 1500 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM PHOSPHATE 1500 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM POLYSTYRENE SULFONATE 15000 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM POLYSTYRENE SULFONATE 15000 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM POLYSTYRENE SULFONATE 250 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM POLYSTYRENE SULFONATE 250 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM ZIRCONIUM CYCLOSILICATE 10000 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM ZIRCONIUM CYCLOSILICATE 10000 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SODIUM ZIRCONIUM CYCLOSILICATE 5000 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sODIUM ZIRCONIUM CYCLOSILICATE 5000 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SOFOSBUVIR 150 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sOFOSBUVIR 150 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,SOFOSBUVIR 200 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover sOFOSBUVIR 200 MG and what's the cost?
